M_F_1,M_F_2,M_F_3,M_F_4,M_F_5,M_F_6,M_F_7,M_F_8
0.5192554557124519,0.5250320924261874,0.5170089858793325,0.5237483953786907,0.5295250320924262,0.5073812580231065,0.5234274711168164,0.5192554557124519
0.5192554557124519,0.52599486521181,0.5157252888318357,0.5250320924261874,0.5288831835686778,0.5073812580231065,0.522785622593068,0.5189345314505777
0.5192554557124519,0.5253530166880617,0.5170089858793325,0.524390243902439,0.5292041078305519,0.506418485237484,0.5240693196405648,0.5186136071887034
0.5189345314505777,0.52599486521181,0.5157252888318357,0.524390243902439,0.5282413350449294,0.5067394094993581,0.522785622593068,0.5189345314505777
0.5192554557124519,0.5263157894736842,0.5157252888318357,0.5247111681643132,0.5292041078305519,0.506418485237484,0.5240693196405648,0.5192554557124519
0.519576379974326,0.5256739409499358,0.516367137355584,0.5247111681643132,0.5279204107830552,0.5060975609756098,0.5234274711168164,0.5189345314505777
0.5189345314505777,0.5256739409499358,0.5166880616174583,0.524390243902439,0.5295250320924262,0.5070603337612324,0.5237483953786907,0.5189345314505777
0.5189345314505777,0.52599486521181,0.516367137355584,0.524390243902439,0.5279204107830552,0.5060975609756098,0.5234274711168164,0.5189345314505777
0.519576379974326,0.524390243902439,0.5157252888318357,0.5247111681643132,0.5292041078305519,0.5057766367137355,0.5237483953786907,0.5189345314505777
0.5189345314505777,0.5256739409499358,0.516367137355584,0.524390243902439,0.5292041078305519,0.5067394094993581,0.522785622593068,0.5186136071887034
0.519576379974326,0.5256739409499358,0.5166880616174583,0.5237483953786907,0.5288831835686778,0.5067394094993581,0.5234274711168164,0.5192554557124519
0.5192554557124519,0.5256739409499358,0.5166880616174583,0.524390243902439,0.5298459563543004,0.506418485237484,0.5234274711168164,0.5186136071887034
0.5192554557124519,0.5247111681643132,0.5166880616174583,0.524390243902439,0.5282413350449294,0.5067394094993581,0.5240693196405648,0.5186136071887034
0.5192554557124519,0.5253530166880617,0.5157252888318357,0.524390243902439,0.5279204107830552,0.5070603337612324,0.5237483953786907,0.5182926829268293
0.519576379974326,0.5253530166880617,0.5157252888318357,0.524390243902439,0.5288831835686778,0.5067394094993581,0.5234274711168164,0.5182926829268293
0.5186136071887034,0.5250320924261874,0.5160462130937099,0.524390243902439,0.5295250320924262,0.5060975609756098,0.5231065468549422,0.5186136071887034
0.5189345314505777,0.5250320924261874,0.5166880616174583,0.5247111681643132,0.5285622593068036,0.506418485237484,0.5237483953786907,0.5186136071887034
0.5192554557124519,0.5247111681643132,0.5166880616174583,0.5240693196405648,0.5288831835686778,0.506418485237484,0.5234274711168164,0.5189345314505777
0.5186136071887034,0.5253530166880617,0.5160462130937099,0.5237483953786907,0.527599486521181,0.5067394094993581,0.5237483953786907,0.5189345314505777
0.5189345314505777,0.524390243902439,0.5154043645699615,0.5237483953786907,0.5288831835686778,0.5067394094993581,0.5234274711168164,0.5189345314505777
0.5189345314505777,0.5253530166880617,0.5157252888318357,0.524390243902439,0.5282413350449294,0.5067394094993581,0.5234274711168164,0.5186136071887034
0.5198973042362003,0.5256739409499358,0.516367137355584,0.5247111681643132,0.5292041078305519,0.506418485237484,0.522785622593068,0.5186136071887034
0.5192554557124519,0.5256739409499358,0.5166880616174583,0.5247111681643132,0.5282413350449294,0.5060975609756098,0.5234274711168164,0.5186136071887034
0.5186136071887034,0.5253530166880617,0.5160462130937099,0.5240693196405648,0.5282413350449294,0.506418485237484,0.5234274711168164,0.5189345314505777
0.5189345314505777,0.5253530166880617,0.5170089858793325,0.5234274711168164,0.5292041078305519,0.5060975609756098,0.5231065468549422,0.5186136071887034
0.519576379974326,0.5253530166880617,0.5166880616174583,0.5234274711168164,0.5279204107830552,0.5060975609756098,0.5234274711168164,0.5186136071887034
0.5192554557124519,0.5250320924261874,0.5160462130937099,0.5237483953786907,0.527599486521181,0.5057766367137355,0.5231065468549422,0.5189345314505777
0.5189345314505777,0.5253530166880617,0.5157252888318357,0.5240693196405648,0.527599486521181,0.5057766367137355,0.5224646983311938,0.5186136071887034
0.5192554557124519,0.5247111681643132,0.5157252888318357,0.5237483953786907,0.5272785622593068,0.506418485237484,0.5237483953786907,0.5189345314505777
0.5186136071887034,0.5250320924261874,0.5157252888318357,0.5237483953786907,0.5279204107830552,0.5057766367137355,0.5224646983311938,0.5182926829268293
0.5189345314505777,0.5253530166880617,0.5160462130937099,0.5240693196405648,0.5285622593068036,0.506418485237484,0.522785622593068,0.5182926829268293
0.5186136071887034,0.5247111681643132,0.5150834403080873,0.5240693196405648,0.5279204107830552,0.5057766367137355,0.5215019255455713,0.5186136071887034
0.5189345314505777,0.5237483953786907,0.5157252888318357,0.5240693196405648,0.5285622593068036,0.5060975609756098,0.5224646983311938,0.517971758664955
0.5186136071887034,0.5250320924261874,0.5154043645699615,0.5240693196405648,0.5279204107830552,0.5054557124518614,0.5231065468549422,0.5186136071887034
0.5189345314505777,0.5247111681643132,0.5154043645699615,0.5237483953786907,0.5279204107830552,0.5054557124518614,0.522785622593068,0.5189345314505777
0.5189345314505777,0.5250320924261874,0.5154043645699615,0.5237483953786907,0.527599486521181,0.5060975609756098,0.5224646983311938,0.5189345314505777
0.5186136071887034,0.5253530166880617,0.5154043645699615,0.5234274711168164,0.527599486521181,0.5060975609756098,0.522785622593068,0.5186136071887034
0.5189345314505777,0.5247111681643132,0.5150834403080873,0.524390243902439,0.527599486521181,0.5057766367137355,0.5224646983311938,0.5192554557124519
0.519576379974326,0.5250320924261874,0.5160462130937099,0.5237483953786907,0.5285622593068036,0.5060975609756098,0.5234274711168164,0.5189345314505777
0.5189345314505777,0.5247111681643132,0.5147625160462131,0.5240693196405648,0.5279204107830552,0.5054557124518614,0.522785622593068,0.5186136071887034
0.5192554557124519,0.5250320924261874,0.5160462130937099,0.5240693196405648,0.5285622593068036,0.5054557124518614,0.5221437740693197,0.5186136071887034
0.519576379974326,0.5250320924261874,0.5160462130937099,0.5237483953786907,0.5288831835686778,0.5054557124518614,0.5221437740693197,0.5189345314505777
0.5189345314505777,0.524390243902439,0.5157252888318357,0.5234274711168164,0.527599486521181,0.5057766367137355,0.5221437740693197,0.519576379974326
0.5189345314505777,0.5256739409499358,0.5147625160462131,0.5240693196405648,0.527599486521181,0.5060975609756098,0.5231065468549422,0.5186136071887034
0.5189345314505777,0.5256739409499358,0.5157252888318357,0.5240693196405648,0.527599486521181,0.5060975609756098,0.5224646983311938,0.517971758664955
0.519576379974326,0.5237483953786907,0.5157252888318357,0.5237483953786907,0.527599486521181,0.5051347881899871,0.522785622593068,0.5189345314505777
0.5192554557124519,0.5247111681643132,0.5150834403080873,0.5237483953786907,0.5292041078305519,0.5054557124518614,0.5221437740693197,0.5186136071887034
0.5189345314505777,0.524390243902439,0.5144415917843389,0.5237483953786907,0.5288831835686778,0.5054557124518614,0.5221437740693197,0.5186136071887034
0.5189345314505777,0.5253530166880617,0.5144415917843389,0.5240693196405648,0.5292041078305519,0.5051347881899871,0.5231065468549422,0.5186136071887034
0.5189345314505777,0.5250320924261874,0.5150834403080873,0.5237483953786907,0.5279204107830552,0.5057766367137355,0.522785622593068,0.5186136071887034
0.5192554557124519,0.5253530166880617,0.5150834403080873,0.5240693196405648,0.5269576379974326,0.5057766367137355,0.522785622593068,0.5186136071887034
0.5186136071887034,0.524390243902439,0.5150834403080873,0.5240693196405648,0.527599486521181,0.5054557124518614,0.5231065468549422,0.5186136071887034
0.5189345314505777,0.5253530166880617,0.5154043645699615,0.524390243902439,0.5282413350449294,0.5057766367137355,0.5218228498074454,0.5189345314505777
0.5189345314505777,0.5247111681643132,0.5150834403080873,0.5234274711168164,0.5288831835686778,0.5054557124518614,0.5231065468549422,0.5186136071887034
0.5189345314505777,0.5250320924261874,0.5147625160462131,0.5240693196405648,0.5292041078305519,0.5051347881899871,0.5234274711168164,0.5189345314505777
0.5189345314505777,0.5247111681643132,0.5150834403080873,0.5231065468549422,0.5288831835686778,0.5057766367137355,0.5224646983311938,0.5189345314505777
0.5189345314505777,0.5247111681643132,0.5157252888318357,0.5240693196405648,0.5279204107830552,0.5054557124518614,0.5224646983311938,0.5189345314505777
0.5192554557124519,0.5247111681643132,0.5150834403080873,0.5237483953786907,0.5288831835686778,0.5054557124518614,0.5231065468549422,0.5186136071887034
0.519576379974326,0.5247111681643132,0.5147625160462131,0.5231065468549422,0.5285622593068036,0.5057766367137355,0.5218228498074454,0.5192554557124519
0.519576379974326,0.5247111681643132,0.5147625160462131,0.5234274711168164,0.5288831835686778,0.5051347881899871,0.5224646983311938,0.5186136071887034
0.5192554557124519,0.5256739409499358,0.5154043645699615,0.5237483953786907,0.5282413350449294,0.5057766367137355,0.522785622593068,0.5189345314505777
0.5186136071887034,0.5237483953786907,0.5154043645699615,0.5234274711168164,0.5282413350449294,0.5051347881899871,0.522785622593068,0.5189345314505777
0.519576379974326,0.5247111681643132,0.5157252888318357,0.5237483953786907,0.5288831835686778,0.5060975609756098,0.5237483953786907,0.5189345314505777
0.5186136071887034,0.524390243902439,0.5150834403080873,0.5240693196405648,0.5285622593068036,0.5057766367137355,0.5224646983311938,0.5186136071887034
0.5192554557124519,0.5240693196405648,0.5141206675224647,0.5234274711168164,0.5298459563543004,0.5051347881899871,0.522785622593068,0.5186136071887034
0.519576379974326,0.5247111681643132,0.5144415917843389,0.5234274711168164,0.5295250320924262,0.5060975609756098,0.522785622593068,0.5182926829268293
0.5192554557124519,0.5240693196405648,0.5147625160462131,0.5234274711168164,0.5295250320924262,0.5057766367137355,0.5224646983311938,0.517971758664955
0.5202182284980744,0.5240693196405648,0.5144415917843389,0.5234274711168164,0.5282413350449294,0.5051347881899871,0.5234274711168164,0.5186136071887034
0.5202182284980744,0.5237483953786907,0.5144415917843389,0.5240693196405648,0.5298459563543004,0.5054557124518614,0.522785622593068,0.5182926829268293
0.5198973042362003,0.5250320924261874,0.5147625160462131,0.5247111681643132,0.5301668806161746,0.5060975609756098,0.5224646983311938,0.5186136071887034
0.5208600770218228,0.5250320924261874,0.5154043645699615,0.524390243902439,0.5298459563543004,0.5060975609756098,0.522785622593068,0.5186136071887034
0.5208600770218228,0.5250320924261874,0.5150834403080873,0.5247111681643132,0.5304878048780488,0.506418485237484,0.5231065468549422,0.5189345314505777
0.5215019255455713,0.5250320924261874,0.5144415917843389,0.5237483953786907,0.5308087291399229,0.506418485237484,0.5234274711168164,0.5189345314505777
0.5221437740693197,0.5250320924261874,0.5154043645699615,0.524390243902439,0.5298459563543004,0.5067394094993581,0.5240693196405648,0.5189345314505777
0.5224646983311938,0.5256739409499358,0.5157252888318357,0.5250320924261874,0.5304878048780488,0.5083440308087291,0.524390243902439,0.5189345314505777
0.5237483953786907,0.5256739409499358,0.5160462130937099,0.5237483953786907,0.5295250320924262,0.5083440308087291,0.5247111681643132,0.5186136071887034
0.5250320924261874,0.5256739409499358,0.5160462130937099,0.5247111681643132,0.5314505776636713,0.5093068035943518,0.5253530166880617,0.519576379974326
0.5266367137355584,0.5269576379974326,0.5170089858793325,0.524390243902439,0.5308087291399229,0.5102695763799743,0.52599486521181,0.5198973042362003
