M_F_1,M_F_2,M_F_3,M_F_4,M_F_5,M_F_6,M_F_7,M_F_8
0.6919511167298777,0.7020648967551623,0.6957437842393595,0.6919511167298777,0.6898440792246102,0.6772018541930046,0.695322376738306,0.6805731142014327
0.6927939317319848,0.7016434892541087,0.6957437842393595,0.6915297092288243,0.6898440792246102,0.6767804466919511,0.694479561736199,0.6797302991993257
0.6923725242309313,0.7020648967551623,0.6936367467340918,0.6911083017277707,0.6906868942267173,0.6772018541930046,0.694479561736199,0.6797302991993257
0.6915297092288243,0.7016434892541087,0.695322376738306,0.6902654867256637,0.6898440792246102,0.6776232616940582,0.6936367467340918,0.6801517067003793
0.6906868942267173,0.7024863042562157,0.6949009692372524,0.6911083017277707,0.6898440792246102,0.6763590391908976,0.6940581542351454,0.6797302991993257
0.6919511167298777,0.7024863042562157,0.6923725242309313,0.6911083017277707,0.6902654867256637,0.6767804466919511,0.6949009692372524,0.6801517067003793
0.6919511167298777,0.7024863042562157,0.6940581542351454,0.6906868942267173,0.6902654867256637,0.6772018541930046,0.6936367467340918,0.6801517067003793
0.6923725242309313,0.7020648967551623,0.6940581542351454,0.6915297092288243,0.6894226717235566,0.6772018541930046,0.696165191740413,0.6805731142014327
0.6923725242309313,0.7029077117572693,0.6949009692372524,0.6906868942267173,0.6898440792246102,0.6772018541930046,0.695322376738306,0.6805731142014327
0.6923725242309313,0.7024863042562157,0.694479561736199,0.6902654867256637,0.6898440792246102,0.6767804466919511,0.6957437842393595,0.6805731142014327
0.6919511167298777,0.7020648967551623,0.695322376738306,0.6911083017277707,0.6898440792246102,0.6772018541930046,0.695322376738306,0.6809945217024863
0.6927939317319848,0.7020648967551623,0.6923725242309313,0.6906868942267173,0.6885798567214496,0.6763590391908976,0.694479561736199,0.6801517067003793
0.6927939317319848,0.7020648967551623,0.6957437842393595,0.6915297092288243,0.6890012642225032,0.6767804466919511,0.6936367467340918,0.6797302991993257
0.6919511167298777,0.7029077117572693,0.6949009692372524,0.6911083017277707,0.6902654867256637,0.6772018541930046,0.694479561736199,0.6801517067003793
0.6927939317319848,0.7029077117572693,0.6949009692372524,0.6915297092288243,0.6902654867256637,0.6767804466919511,0.6936367467340918,0.6801517067003793
0.6927939317319848,0.7016434892541087,0.695322376738306,0.6906868942267173,0.6890012642225032,0.6772018541930046,0.6957437842393595,0.6797302991993257
0.6919511167298777,0.7020648967551623,0.6949009692372524,0.6906868942267173,0.6911083017277707,0.6767804466919511,0.6936367467340918,0.6805731142014327
0.6915297092288243,0.7033291192583228,0.6949009692372524,0.6906868942267173,0.6898440792246102,0.6767804466919511,0.6949009692372524,0.6801517067003793
0.6923725242309313,0.7024863042562157,0.6949009692372524,0.6915297092288243,0.6898440792246102,0.6772018541930046,0.6949009692372524,0.6801517067003793
0.6923725242309313,0.7024863042562157,0.6949009692372524,0.6915297092288243,0.6902654867256637,0.6767804466919511,0.6940581542351454,0.6805731142014327
0.6919511167298777,0.7020648967551623,0.694479561736199,0.6906868942267173,0.6898440792246102,0.6772018541930046,0.694479561736199,0.6801517067003793
0.6919511167298777,0.7024863042562157,0.694479561736199,0.6906868942267173,0.6894226717235566,0.6772018541930046,0.6949009692372524,0.6793088916982722
0.6915297092288243,0.7024863042562157,0.6927939317319848,0.6911083017277707,0.6894226717235566,0.6772018541930046,0.6957437842393595,0.6801517067003793
0.6919511167298777,0.7029077117572693,0.6949009692372524,0.6906868942267173,0.6902654867256637,0.6772018541930046,0.694479561736199,0.6801517067003793
