M_F_1,M_F_2,M_F_3,M_F_4,M_F_5,M_F_6,M_F_7,M_F_8
0.527585067723819,0.5365047902213412,0.529567228278824,0.5368351503138421,0.5374958704988437,0.5378262305913446,0.5467459530888669,0.5292368681863231
0.5279154278163198,0.5355137099438387,0.529567228278824,0.5361744301288405,0.5381565906838454,0.5378262305913446,0.546415592996366,0.529567228278824
0.5279154278163198,0.535183349851338,0.529567228278824,0.5371655104063429,0.5371655104063429,0.5381565906838454,0.5470763131813677,0.5302279484638256
0.5279154278163198,0.5355137099438387,0.5292368681863231,0.5371655104063429,0.5371655104063429,0.5378262305913446,0.5474066732738685,0.5298975883713247
0.5279154278163198,0.5365047902213412,0.5298975883713247,0.5371655104063429,0.5374958704988437,0.5384869507763462,0.5467459530888669,0.5298975883713247
0.5279154278163198,0.5355137099438387,0.529567228278824,0.5361744301288405,0.5374958704988437,0.5374958704988437,0.5480673934588701,0.5292368681863231
0.5285761480013215,0.5361744301288405,0.5292368681863231,0.5371655104063429,0.5374958704988437,0.5378262305913446,0.546415592996366,0.5298975883713247
0.5279154278163198,0.5361744301288405,0.5302279484638256,0.5371655104063429,0.5368351503138421,0.5381565906838454,0.5474066732738685,0.529567228278824
0.5279154278163198,0.5361744301288405,0.5298975883713247,0.5368351503138421,0.5371655104063429,0.5381565906838454,0.5477370333663694,0.529567228278824
0.527585067723819,0.5355137099438387,0.5298975883713247,0.5368351503138421,0.5368351503138421,0.5391476709613479,0.5477370333663694,0.529567228278824
0.5282457879088206,0.5368351503138421,0.5302279484638256,0.5368351503138421,0.5374958704988437,0.538817310868847,0.5470763131813677,0.5298975883713247
0.5279154278163198,0.5358440700363396,0.5302279484638256,0.5365047902213412,0.5378262305913446,0.5384869507763462,0.5470763131813677,0.5292368681863231
0.5282457879088206,0.5358440700363396,0.5302279484638256,0.5371655104063429,0.5371655104063429,0.5378262305913446,0.548397753551371,0.5292368681863231
